Os01g0100100	LOC_Os01g01010.1,LOC_Os01g01010.2
Os02g0587800	LOC_Os02g37540.1
Os02g0588000	LOC_Os02g37550.1
Os02g0588250	None
Os02g0588300	LOC_Os02g37580.1
Os02g0588500	LOC_Os02g37590.1
Os02g0588550	None
Os02g0588600	LOC_Os02g37600.1,LOC_Os02g37600.2
Os02g0588700	LOC_Os02g37610.1
Os02g0588775	None
Os02g0588850	None
Os02g0589000	LOC_Os02g37654.1
Os02g0589100	None
Os02g0589200	LOC_Os02g37680.1
Os02g0589400	LOC_Os02g37690.1
Os02g0589450	None
Os02g0589500	None
Os02g0589600	LOC_Os02g37694.1
Os02g0589650	None
Os02g0589700	LOC_Os02g37700.1
Os02g0589900	LOC_Os02g37710.1,LOC_Os02g37750.1
Os02g0590000	LOC_Os02g37760.1
Os02g0590200	LOC_Os02g37770.1,LOC_Os02g37780.1
Os02g0590400	LOC_Os02g37800.1
Os02g0590550	None
Os02g0590700	None
Os02g0590800	LOC_Os02g37830.1,LOC_Os02g37830.2
Os02g0590850	None
Os02g0591000	LOC_Os02g37834.1,LOC_Os02g37834.2,LOC_Os02g37834.3,LOC_Os02g37834.4,LOC_Os02g37834.5,LOC_Os02g37834.6
Os02g0591500	LOC_Os02g37850.1,LOC_Os02g37850.2
Os02g0591600	LOC_Os02g37856.1
Os02g0591700	LOC_Os02g37862.1
Os02g0591800	LOC_Os02g37870.1
Os02g0591850	None
Os02g0591900	LOC_Os02g37880.1,LOC_Os02g37880.2,LOC_Os02g37880.3
Os02g0592000	LOC_Os02g37890.1
Os02g0592200	LOC_Os02g37910.1
Os02g0592300	LOC_Os02g37920.1
Os02g0592400	LOC_Os02g37930.1
Os02g0592500	LOC_Os02g37940.1,LOC_Os02g37940.2
Os02g0592600	LOC_Os02g37950.1,LOC_Os02g37950.2,LOC_Os02g37950.3
Os02g0592700	LOC_Os02g37960.1
Os02g0592833	LOC_Os02g37970.1
Os02g0592966	None
Os02g0593100	LOC_Os02g37990.1,LOC_Os02g38010.1
Os02g0593400	LOC_Os02g38029.1
Os02g0593500	LOC_Os02g38020.1,LOC_Os02g38020.2
Os02g0593550	None
Os02g0593600	LOC_Os02g38040.1
Os02g0593700	LOC_Os02g38050.1,LOC_Os02g38050.2,LOC_Os02g38050.3,LOC_Os02g38050.4,LOC_Os02g38050.5,LOC_Os02g38050.6
Os02g0593900	LOC_Os02g38060.1,LOC_Os02g38060.2
Os02g0594100	LOC_Os02g38080.1,LOC_Os02g38080.2
Os02g0594166	None
Os02g0594232	None
Os02g0594300	LOC_Os02g38090.1
Os02g0594651	None
Os02g0594700	LOC_Os02g38120.1
Os02g0594750	None
Os02g0594800	LOC_Os02g38130.1
Os02g0594900	LOC_Os02g38140.1,LOC_Os02g38140.2
Os02g0595100	LOC_Os02g38160.1,LOC_Os02g38160.2
Os02g0595200	LOC_Os02g38170.1
Os02g0595300	LOC_Os02g38180.1
Os02g0595400	LOC_Os02g38190.1
Os02g0595500	LOC_Os02g38200.1
Os02g0595700	LOC_Os02g38210.1
Os02g0595800	LOC_Os02g38220.1
Os02g0595900	LOC_Os02g38230.1
Os02g0596000	LOC_Os02g38240.1
Os02g0596100	LOC_Os02g38250.1
Os02g0596200	LOC_Os02g38260.1
Os02g0596300	LOC_Os02g38290.1,LOC_Os02g38290.2
Os02g0596432	None
Os02g0596500	LOC_Os02g38300.1,LOC_Os02g38300.2
Os02g0596700	LOC_Os02g38320.1
Os02g0596900	LOC_Os02g38340.1
Os02g0597000	LOC_Os02g38350.1,LOC_Os02g38350.2,LOC_Os02g38350.3
Os02g0597200	LOC_Os02g38386.1
Os02g0597300	LOC_Os02g38392.1
Os02g0597400	None
Os02g0597700	LOC_Os02g38410.1
Os02g0597800	LOC_Os02g38430.1
Os02g0597850	None
Os02g0597900	LOC_Os02g38440.1
Os02g0597950	None
Os02g0598000	None
Os02g0598200	LOC_Os02g38470.1
Os02g0598300	LOC_Os02g38480.1
Os02g0598350	None
Os02g0598400	LOC_Os02g38490.1,LOC_Os02g38490.2,LOC_Os02g38490.3,LOC_Os02g38490.4
Os02g0598500	LOC_Os02g38494.1
Os02g0598600	LOC_Os02g38499.1
Os02g0598700	LOC_Os02g38508.1
Os02g0598800	LOC_Os02g38574.1
Os02g0598900	LOC_Os02g38589.1
Os02g0599000	LOC_Os02g38598.1
Os02g0599100	LOC_Os02g38680.1
Os02g0599150	LOC_Os02g38580.1
Os02g0599151	LOC_Os02g38690.1
Os02g0599200	LOC_Os02g38710.1
Os02g0599400	LOC_Os02g38740.1
Os02g0599500	LOC_Os02g38750.1
Os02g0599600	LOC_Os02g38760.1
Os02g0599680	LOC_Os02g38770.1
Os02g0599700	LOC_Os02g38780.1,LOC_Os02g38780.2,LOC_Os02g38780.3
Os02g0599750	None
Os02g0599800	LOC_Os02g38790.1
Os02g0599850	LOC_Os02g38790.1
Os02g0599901	LOC_Os02g38795.1
Os02g0600000	LOC_Os02g38800.1
Os02g0600033	LOC_Os02g38804.1
Os02g0600066	None
Os02g0600100	LOC_Os02g38810.1
Os02g0600200	LOC_Os02g38820.1
Os02g0600266	None
Os02g0600332	None
Os02g0600400	LOC_Os02g38840.1,LOC_Os02g38840.2
Os02g0600500	LOC_Os02g38850.1
Os02g0600650	LOC_Os02g38860.1
Os02g0600700	None
Os02g0600750	None
Os02g0601000	LOC_Os02g38890.1
Os02g0601100	LOC_Os02g38900.1
Os02g0601200	LOC_Os02g38910.1
Os02g0601300	LOC_Os02g38920.1
Os02g0601350	None
Os02g0601400	LOC_Os02g38930.1
Os02g0601500	LOC_Os02g38940.1
Os02g0601600	LOC_Os02g38950.1
Os02g0601700	LOC_Os02g38970.1,LOC_Os02g38970.2
Os02g0601750	None
Os02g0601800	LOC_Os02g38980.1,LOC_Os02g38980.3,LOC_Os02g38980.4,LOC_Os02g38980.5,LOC_Os02g38980.6
Os02g0601901	None
Os02g0602000	LOC_Os02g39000.1
Os02g0602100	LOC_Os02g39010.1,LOC_Os02g39010.2,LOC_Os02g39010.3
Os02g0602201	None
Os02g0602300	LOC_Os02g39030.1,LOC_Os02g39030.2
Os02g0602400	LOC_Os02g39040.1
Os02g0602500	LOC_Os02g39050.1
Os02g0602600	LOC_Os02g39060.1
Os02g0602601	LOC_Os02g39064.1
Os02g0602700	None
Os02g0602800	LOC_Os02g39070.1,LOC_Os02g39070.2
Os02g0602900	LOC_Os02g39080.1
Os02g0603000	LOC_Os02g39090.1
Os02g0603033	None
Os02g0603066	None
Os02g0603100	LOC_Os02g39100.1
Os02g0603300	None
Os02g0603500	LOC_Os02g39130.1
Os02g0603600	LOC_Os02g39140.1,LOC_Os02g39140.2
Os02g0603700	LOC_Os02g39150.1,LOC_Os02g39155.1
Os02g0603800	LOC_Os02g39160.1
Os02g0603900	None
Os02g0604000	LOC_Os02g39170.1
Os02g0604100	LOC_Os02g39180.1
Os02g0604200	LOC_Os02g39190.1
Os02g0604300	LOC_Os02g39200.1
Os02g0604500	LOC_Os02g39210.1
Os02g0604600	LOC_Os02g39220.1
Os02g0604650	None
Os02g0604700	LOC_Os02g39230.1
Os02g0604800	LOC_Os02g39240.1
Os02g0605000	LOC_Os02g39260.1
Os02g0605300	None
Os02g0605400	LOC_Os02g39280.1
Os02g0605500	LOC_Os02g39290.1,LOC_Os02g39290.2
Os02g0605550	None
Os02g0605600	LOC_Os02g39300.1
Os02g0605900	LOC_Os02g39330.1
Os02g0606000	LOC_Os02g39340.1,LOC_Os02g39340.2
Os02g0606100	LOC_Os02g39350.1
Os02g0606200	LOC_Os02g39360.1
Os02g0606300	LOC_Os02g39370.1
Os02g0606400	None
Os02g0606600	LOC_Os02g39384.1
Os02g0606700	LOC_Os02g39390.1,LOC_Os02g39390.2
Os02g0606800	LOC_Os02g39400.1
Os02g0606900	LOC_Os02g39410.1,LOC_Os02g39410.2,LOC_Os02g39410.3
Os02g0606925	None
Os02g0606951	None
Os02g0607000	LOC_Os02g39420.1
Os02g0607100	LOC_Os02g39430.1
Os02g0607400	LOC_Os02g39470.1
Os02g0607433	LOC_Os02g39470.1
Os02g0607466	None
Os02g0607500	LOC_Os02g39480.1
Os02g0607700	LOC_Os02g39490.1
Os02g0607850	None
Os02g0608000	LOC_Os02g39510.1
Os02g0608050	None
Os02g0608100	LOC_Os02g39520.1,LOC_Os02g39520.2
Os02g0608200	LOC_Os02g39530.1,LOC_Os02g39530.2,LOC_Os02g39530.3
Os02g0608300	LOC_Os02g39540.1,LOC_Os02g39540.2
Os02g0608400	LOC_Os02g39550.1,LOC_Os02g39550.2,LOC_Os02g39550.3
Os02g0608500	LOC_Os02g39560.1,LOC_Os02g39560.2
Os02g0608550	LOC_Os02g39570.1,LOC_Os02g39570.4,LOC_Os02g39570.5
Os02g0608600	LOC_Os02g39570.1,LOC_Os02g39570.4,LOC_Os02g39570.5,LOC_Os02g39570.6
Os02g0608700	LOC_Os02g39580.1
Os02g0608800	None
Os02g0608801	LOC_Os02g39590.1
Os02g0608900	LOC_Os02g39600.1
Os02g0609000	None
Os02g0609200	LOC_Os02g39620.1
Os02g0609400	LOC_Os02g39630.1,LOC_Os02g39630.2,LOC_Os02g39630.3
Os02g0609500	None
Os02g0609600	None
Os02g0609700	None
Os02g0609800	LOC_Os02g39650.1
Os02g0609900	LOC_Os02g39660.1
Os02g0609975	None
Os02g0610000	LOC_Os02g39670.1
Os02g0610200	None
Os02g0610400	LOC_Os02g39700.1
Os02g0610500	LOC_Os02g39710.1
Os02g0610600	LOC_Os02g39720.2,LOC_Os02g39720.3,LOC_Os02g39720.4,LOC_Os02g39720.6
Os02g0610700	LOC_Os02g39730.1,LOC_Os02g39730.2,LOC_Os02g39730.3
Os02g0610800	LOC_Os02g39740.1
Os02g0610851	None
Os02g0611000	LOC_Os02g39764.1
Os02g0611101	None
Os02g0611200	LOC_Os02g39790.1,LOC_Os02g39790.2,LOC_Os02g39795.1
Os02g0611250	None
Os02g0611300	LOC_Os02g39800.1,LOC_Os02g39810.1
Os02g0611400	LOC_Os02g39820.1
Os02g0611450	LOC_Os02g39830.1
Os02g0611500	LOC_Os02g39840.1,LOC_Os02g39840.2,LOC_Os02g39840.3
Os02g0611650	None
Os02g0611800	LOC_Os02g39850.1
Os02g0612000	LOC_Os02g39870.1
Os02g0612100	LOC_Os02g39880.1
Os02g0612200	LOC_Os02g39884.1
Os02g0612300	LOC_Os02g39890.1,LOC_Os02g39890.2
Os02g0612600	None
Os02g0612700	LOC_Os02g39910.1
Os02g0612800	LOC_Os02g39920.1
Os02g0612900	LOC_Os02g39930.1
Os02g0612950	LOC_Os02g39940.1
Os02g0613000	LOC_Os02g39950.1
Os02g0613100	LOC_Os02g39960.1
Os02g0613150	None
Os02g0613200	LOC_Os02g39970.1,LOC_Os02g39970.2,LOC_Os02g39970.3,LOC_Os02g39970.4
Os02g0613300	None
Os02g0613400	LOC_Os02g39990.1
Os02g0613600	LOC_Os02g40000.1,LOC_Os02g40000.2,LOC_Os02g40000.3,LOC_Os02g40000.4
Os02g0613750	None
Os02g0613900	LOC_Os02g40010.1,LOC_Os02g40010.2,LOC_Os02g40010.3,LOC_Os02g40010.4
Os02g0613950	None
Os02g0614000	LOC_Os02g40020.1
Os02g0614100	LOC_Os02g40030.1,LOC_Os02g40030.2
Os02g0614200	LOC_Os02g40040.1
Os02g0614250	None
Os02g0614300	LOC_Os02g40070.1
Os02g0614325	None
Os02g0614350	None
Os02g0614400	LOC_Os02g40080.1
Os02g0614500	LOC_Os02g40090.1,LOC_Os02g40090.3,LOC_Os02g40090.4,LOC_Os02g40090.5
Os02g0614600	LOC_Os02g40100.1
Os02g0614666	None
Os02g0614700	LOC_Os02g40110.1
Os02g0614732	None
Os02g0614800	LOC_Os02g40110.1,LOC_Os02g40120.1
Os02g0614966	LOC_Os02g40130.1
Os02g0615366	None
Os02g0615400	LOC_Os02g40190.1
Os02g0615500	LOC_Os02g40200.1
Os02g0615650	None
Os02g0615800	LOC_Os02g40240.1,LOC_Os02g40240.2
Os02g0615950	None
Os02g0616100	LOC_Os02g40260.1
Os02g0616166	None
Os02g0616199	LOC_Os02g40270.1
Os02g0616232	None
Os02g0616300	LOC_Os02g40280.1,LOC_Os02g40320.1
Os02g0616450	None
Os02g0616600	LOC_Os02g40330.1,LOC_Os02g40330.2,LOC_Os02g40330.3
Os02g0616800	LOC_Os02g40340.1,LOC_Os02g40340.2
Os02g0616900	None
Os02g0617000	LOC_Os02g40400.1
Os02g0617075	LOC_Os02g40400.1
Os02g0617100	LOC_Os02g40410.1,LOC_Os02g40410.2
Os02g0617200	LOC_Os02g40420.1
Os02g0617300	LOC_Os02g40430.1
Os02g0617400	LOC_Os02g40440.1
Os02g0617500	LOC_Os02g40450.1
Os02g0617550	None
Os02g0617600	LOC_Os02g40454.1,LOC_Os02g40454.2
Os02g0617700	LOC_Os02g40460.1
Os02g0617800	None
Os02g0617900	LOC_Os02g40490.1
Os02g0618000	None
Os02g0618100	LOC_Os02g40500.1
Os02g0618200	LOC_Os02g40510.1
Os02g0618250	LOC_Os02g40514.1,LOC_Os02g40514.2
Os02g0618301	None
Os02g0618400	LOC_Os02g40530.1
Os02g0618525	None
Os02g0618650	LOC_Os02g40540.1
Os02g0618700	LOC_Os02g40550.1
Os02g0618801	LOC_Os02g40560.1
Os02g0618900	LOC_Os02g40590.1
Os02g0619000	LOC_Os02g40600.1
Os02g0619100	LOC_Os02g40610.1
Os02g0619166	LOC_Os02g40610.1
Os02g0619200	LOC_Os02g40620.1
Os02g0619300	LOC_Os02g40630.1
Os02g0619500	LOC_Os02g40650.1
Os02g0619600	LOC_Os02g40664.1
Os02g0619801	None
Os02g0620000	None
Os02g0620100	LOC_Os02g40680.1
Os02g0620200	LOC_Os02g40690.1
Os02g0620400	LOC_Os02g40700.1
Os02g0620500	LOC_Os02g40710.1
Os02g0620533	None
Os02g0620566	None
Os02g0620600	LOC_Os02g40730.1
Os02g0620800	LOC_Os02g40750.1
Os02g0620900	LOC_Os02g40760.1
Os02g0621100	LOC_Os02g40770.1,LOC_Os02g40770.2
Os02g0621300	LOC_Os02g40784.1,LOC_Os02g40784.3
Os02g0621350	None
Os02g0621400	LOC_Os02g40800.1
Os02g0621500	LOC_Os02g40810.1
Os02g0621600	LOC_Os02g40820.1,LOC_Os02g40820.2
Os02g0621700	LOC_Os02g40830.1,LOC_Os02g40830.2,LOC_Os02g40830.3
Os02g0621800	LOC_Os02g40840.1
Os02g0621850	None
Os02g0622100	LOC_Os02g40860.1
Os02g0622150	None
Os02g0622200	LOC_Os02g40870.1,LOC_Os02g40870.2
Os02g0622300	LOC_Os02g40880.1,LOC_Os02g40880.2
Os02g0622350	None
Os02g0622400	LOC_Os02g40890.1
Os02g0622500	LOC_Os02g40900.1
Os02g0622900	LOC_Os02g40940.1
Os02g0623000	LOC_Os02g40950.1
Os02g0623300	LOC_Os02g41450.1
Os02g0623400	LOC_Os02g41460.1
Os02g0623500	LOC_Os02g41470.1,LOC_Os02g41470.2,LOC_Os02g41470.3
Os02g0623550	None
Os02g0623600	LOC_Os02g41480.1
Os02g0623766	None
Os02g0623932	LOC_Os02g41500.1
Os02g0624100	LOC_Os02g41500.1
Os02g0624300	LOC_Os02g41510.1
Os02g0624350	None
Os02g0624400	LOC_Os02g41520.1
Os02g0624700	None
Os02g0625000	LOC_Os02g41550.1,LOC_Os02g41550.2,LOC_Os02g41550.3,LOC_Os02g41550.4
Os02g0625050	None
Os02g0625100	LOC_Os02g41560.1
Os02g0625300	LOC_Os02g41580.1
Os02g0625500	LOC_Os02g41590.1
Os02g0625900	LOC_Os02g41610.1
Os02g0626000	None
Os02g0626100	LOC_Os02g41630.2
Os02g0626200	None
Os02g0626400	LOC_Os02g41650.1,LOC_Os02g41650.2,LOC_Os02g41650.3
Os02g0626532	None
Os02g0626600	LOC_Os02g41670.1
Os02g0627100	LOC_Os02g41680.1
Os02g0627700	LOC_Os02g41710.1
Os02g0627750	None
Os02g0627800	LOC_Os02g41720.1
Os02g0627900	LOC_Os02g41760.1
Os02g0628000	LOC_Os02g41770.1
Os02g0628100	None
Os02g0628200	LOC_Os02g41780.1
Os02g0628600	LOC_Os02g41800.1,LOC_Os02g41800.2
Os02g0628700	LOC_Os02g41810.1
Os02g0628800	LOC_Os02g41820.1
Os02g0628900	LOC_Os02g41830.1
Os02g0629000	LOC_Os02g41840.1
Os02g0629101	None
Os02g0629200	LOC_Os02g41860.1,LOC_Os02g41860.2,LOC_Os02g41860.3,LOC_Os02g41860.4
Os02g0629266	None
Os02g0629332	LOC_Os02g41880.1,LOC_Os02g41900.1
Os02g0629400	LOC_Os02g41890.1
Os02g0629600	None
Os02g0629800	LOC_Os02g41904.1
Os02g0629900	None
Os02g0630000	LOC_Os02g41910.1
Os02g0630100	LOC_Os02g41920.1
Os02g0630200	LOC_Os02g41930.1
Os02g0630250	LOC_Os02g41940.1
Os02g0630300	LOC_Os02g41954.1,LOC_Os02g41954.2
Os02g0630475	None
Os02g0630650	None
Os02g0631000	LOC_Os02g41990.1,LOC_Os02g41990.2
Os02g0631100	LOC_Os02g42000.1
Os02g0631200	LOC_Os02g42020.1,LOC_Os02g42020.2,LOC_Os02g42020.3
Os02g0631500	LOC_Os02g42040.1
Os02g0631601	LOC_Os02g42040.1
Os02g0631700	LOC_Os02g42060.1
Os02g0631801	LOC_Os02g42100.1
Os02g0632100	LOC_Os02g42110.1
Os02g0632150	None
Os02g0632200	LOC_Os02g42120.1
Os02g0632500	LOC_Os02g42134.2
Os02g0632700	None
Os02g0632800	LOC_Os02g42150.1,LOC_Os02g42150.2
Os02g0632850	None
Os02g0632900	LOC_Os02g42160.1
Os02g0632950	None
Os02g0633000	LOC_Os02g42170.1
Os02g0633066	LOC_Os02g42190.1
Os02g0633100	LOC_Os02g42200.1,LOC_Os02g42200.3
Os02g0633200	LOC_Os02g42210.1
Os02g0633300	LOC_Os02g42220.1
Os02g0633400	LOC_Os02g42230.1
Os02g0633600	None
Os02g0633700	LOC_Os02g42250.1
Os02g0633900	LOC_Os02g42270.1
Os02g0634100	LOC_Os02g42280.1
Os02g0634500	LOC_Os02g42290.1,LOC_Os02g42290.2,LOC_Os02g42290.3
Os02g0634600	LOC_Os02g42300.1
Os02g0634700	LOC_Os02g42310.1,LOC_Os02g42310.2,LOC_Os02g42310.3,LOC_Os02g42310.4
Os02g0634800	LOC_Os02g42314.1,LOC_Os02g42314.2
Os02g0634900	LOC_Os02g42320.1,LOC_Os02g42320.2,LOC_Os02g42320.3,LOC_Os02g42320.4
Os02g0635000	LOC_Os02g42330.1,LOC_Os02g42330.2
Os02g0635200	LOC_Os02g42350.1,LOC_Os02g42350.2
Os02g0635300	None
Os02g0635400	LOC_Os02g42360.1
Os02g0635600	LOC_Os02g42370.1
Os02g0635700	LOC_Os02g42374.1,LOC_Os02g42374.2,LOC_Os02g42374.3,LOC_Os02g42374.4,LOC_Os02g42374.5
Os02g0635800	LOC_Os02g42380.1
Os02g0635950	LOC_Os02g42390.1
Os02g0635966	None
Os02g0636300	LOC_Os02g42406.1
Os02g0636400	LOC_Os02g42412.1
Os02g0636600	LOC_Os02g42430.1
Os02g0636700	LOC_Os02g42440.1
Os02g0636851	None
Os02g0637000	LOC_Os02g42450.1
Os02g0637200	LOC_Os02g42470.1
Os02g0637700	LOC_Os02g42520.2,LOC_Os02g42520.3
Os02g0637800	LOC_Os02g42530.1,LOC_Os02g42530.2,LOC_Os02g42530.3
Os02g0637900	LOC_Os02g42540.1
Os02g0638000	LOC_Os02g42550.1
Os02g0638200	LOC_Os02g42560.1
Os02g0638300	LOC_Os02g42570.1
Os02g0638400	LOC_Os02g42580.1
Os02g0638650	LOC_Os02g42585.1
Os02g0638900	LOC_Os02g42590.1,LOC_Os02g42590.2,LOC_Os02g42590.3
Os02g0638950	None
Os02g0639000	LOC_Os02g42600.1
Os02g0639100	LOC_Os02g42620.1
Os02g0639200	LOC_Os02g42630.1
Os02g0639300	LOC_Os02g42640.1
Os02g0639500	LOC_Os02g42650.1
Os02g0639550	None
Os02g0639600	LOC_Os02g42660.1
Os02g0639650	None
Os02g0639700	LOC_Os02g42670.1
Os02g0639800	LOC_Os02g42690.1,LOC_Os02g42690.2,LOC_Os02g42690.3
Os02g0639900	LOC_Os02g42700.1
Os02g0640000	LOC_Os02g42710.1
Os02g0640100	LOC_Os02g42720.1
Os02g0640150	None
Os02g0640200	LOC_Os02g42730.1
Os02g0640300	LOC_Os02g42740.1
Os02g0640401	None
Os02g0640500	LOC_Os02g42780.1
Os02g0640600	LOC_Os02g42790.1
Os02g0640700	LOC_Os02g42800.1
Os02g0640800	LOC_Os02g42810.1
Os02g0640900	None
Os02g0641000	LOC_Os02g42820.1
Os02g0641100	None
Os02g0641300	LOC_Os02g42850.1,LOC_Os02g42850.2
Os02g0641800	LOC_Os02g42860.1
Os02g0641850	None
Os02g0641900	LOC_Os02g42870.1
Os02g0642050	None
Os02g0642200	LOC_Os02g42880.1
Os02g0642300	LOC_Os02g42890.1
Os02g0642600	LOC_Os02g42910.1
Os02g0642700	LOC_Os02g42920.1
Os02g0642850	None
Os02g0643000	LOC_Os02g42940.1
Os02g0643200	LOC_Os02g42950.1,LOC_Os02g42950.2
Os02g0643500	LOC_Os02g42960.1
Os02g0643600	LOC_Os02g42970.1
Os02g0643800	LOC_Os02g42990.1
Os02g0643900	LOC_Os02g43000.1
Os02g0644000	LOC_Os02g43010.1,LOC_Os02g43010.2
Os02g0644100	LOC_Os02g43020.1
Os02g0644200	LOC_Os02g43030.1
Os02g0644400	LOC_Os02g43050.1
Os02g0644466	None
Os02g0644500	LOC_Os02g43040.1
Os02g0644600	LOC_Os02g43080.1
Os02g0644650	None
Os02g0644700	LOC_Os02g43090.1,LOC_Os02g43090.2,LOC_Os02g43090.3,LOC_Os02g43090.4,LOC_Os02g43090.5
Os02g0644900	LOC_Os02g43110.1
Os02g0644966	None
Os02g0645000	LOC_Os02g43120.1
Os02g0645100	LOC_Os02g43130.1
Os02g0645266	None
Os02g0645432	None
Os02g0645600	LOC_Os02g43150.1,LOC_Os02g43150.2
Os02g0645725	None
Os02g0645850	None
Os02g0645975	None
Os02g0646200	LOC_Os02g43170.1,LOC_Os02g43170.2
Os02g0646400	LOC_Os02g43180.1,LOC_Os02g43180.2,LOC_Os02g43180.3
Os02g0646500	LOC_Os02g43194.1
Os02g0646700	None
Os02g0646901	None
Os02g0647300	LOC_Os02g43250.1
Os02g0647600	None
Os02g0647900	LOC_Os02g43280.1,LOC_Os02g43280.2
Os02g0647950	None
Os02g0648000	None
Os02g0648100	LOC_Os02g43290.1
Os02g0648200	None
Os02g0648300	LOC_Os02g43300.1
Os02g0648900	LOC_Os02g43314.1
Os02g0648950	None
Os02g0649000	None
Os02g0649300	LOC_Os02g43330.1
Os02g0649400	LOC_Os02g43340.1,LOC_Os02g43340.2
Os02g0649700	LOC_Os02g43350.1
Os02g0649750	None
Os02g0649800	LOC_Os02g43360.1
Os02g0649900	LOC_Os02g43370.1,LOC_Os02g43370.2
Os02g0650300	LOC_Os02g43410.1,LOC_Os02g43410.2
Os02g0650500	LOC_Os02g43430.1
Os02g0650650	None
Os02g0650800	LOC_Os02g43460.1
Os02g0650900	LOC_Os02g43470.1
Os02g0651000	LOC_Os02g43480.1
Os02g0651200	LOC_Os02g43490.1
Os02g0651300	LOC_Os02g43500.1
Os02g0651400	LOC_Os02g43510.1
Os02g0651500	LOC_Os02g43519.1
Os02g0651900	LOC_Os02g43540.1
Os02g0652000	LOC_Os02g43550.1
Os02g0652100	LOC_Os02g43560.1
Os02g0652201	None
Os02g0652300	LOC_Os02g43590.1
Os02g0652500	None
Os02g0652550	LOC_Os02g43594.1,LOC_Os02g43594.2,LOC_Os02g43594.3
Os02g0652575	None
Os02g0652600	LOC_Os02g43600.1
Os02g0652800	LOC_Os02g43620.1
Os02g0652850	LOC_Os02g43630.1
Os02g0653000	None
Os02g0653200	LOC_Os02g43660.1
Os02g0653300	None
Os02g0653400	LOC_Os02g43670.1
Os02g0653700	LOC_Os02g43680.1
Os02g0653800	LOC_Os02g43690.3
Os02g0653850	None
Os02g0653900	LOC_Os02g43700.1
Os02g0654000	LOC_Os02g43710.1
Os02g0654100	LOC_Os02g43720.1,LOC_Os02g43720.2
Os02g0654300	LOC_Os02g43740.1
Os02g0654400	LOC_Os02g43750.1
Os02g0654500	LOC_Os02g43760.1
Os02g0654600	LOC_Os02g43770.1
Os02g0654666	None
Os02g0654700	LOC_Os02g43790.1
Os02g0655100	LOC_Os02g43810.1
Os02g0655200	LOC_Os02g43820.1
Os02g0655300	LOC_Os02g43830.1,LOC_Os02g43830.2
Os02g0655401	None
Os02g0655500	LOC_Os02g43840.1
Os02g0655600	LOC_Os02g43850.1,LOC_Os02g43850.2,LOC_Os02g43850.3,LOC_Os02g43850.4,LOC_Os02g43850.5
Os02g0655700	LOC_Os02g43860.1,LOC_Os02g43860.2
Os02g0655750	LOC_Os02g43865.1
Os02g0655800	LOC_Os02g43870.1
Os02g0656000	LOC_Os02g43890.1
Os02g0656100	LOC_Os02g43900.1
Os02g0656200	LOC_Os02g43906.1,LOC_Os02g43912.1
Os02g0656300	LOC_Os02g43920.1
Os02g0656400	None
Os02g0656500	LOC_Os02g43930.1,LOC_Os02g43930.2,LOC_Os02g43930.3
Os02g0656550	None
Os02g0656600	LOC_Os02g43940.1
Os02g0656900	LOC_Os02g43960.1
Os02g0657000	LOC_Os02g43970.1
Os02g0657500	None
Os02g0657550	None
Os02g0657600	LOC_Os02g44000.1
Os02g0657700	LOC_Os02g44010.1,LOC_Os02g44010.2
Os02g0657775	None
Os02g0657850	None
Os02g0657925	None
Os02g0658000	LOC_Os02g44040.1
Os02g0658100	LOC_Os02g44080.1
Os02g0658150	None
Os02g0658200	LOC_Os02g44090.1
Os02g0658300	LOC_Os02g44100.1,LOC_Os02g44100.2,LOC_Os02g44100.3
Os02g0658350	None
Os02g0658400	LOC_Os02g44102.1
Os02g0658500	LOC_Os02g44104.1,LOC_Os02g44104.2,LOC_Os02g44104.3
Os02g0658600	LOC_Os02g44106.1
Os02g0658651	None
Os02g0658702	None
Os02g0658800	LOC_Os02g44108.1
Os02g0658850	None
Os02g0658900	LOC_Os02g44111.1,LOC_Os02g44111.2
Os02g0659100	LOC_Os02g44120.1
Os02g0659301	None
Os02g0659500	LOC_Os02g44130.1
Os02g0659600	LOC_Os02g44132.1,LOC_Os02g44132.2
Os02g0659700	LOC_Os02g44134.1
Os02g0659800	LOC_Os02g44136.1
Os02g0660100	LOC_Os02g44155.1
Os02g0660450	None
Os02g0660800	LOC_Os02g44200.1
Os02g0661000	LOC_Os02g44220.1
Os02g0661050	None
Os02g0661100	LOC_Os02g44230.1,LOC_Os02g44230.2,LOC_Os02g44230.3,LOC_Os02g44230.4,LOC_Os02g44235.1
Os02g0661200	LOC_Os02g44240.1
Os02g0661300	LOC_Os02g44250.1
Os02g0661400	LOC_Os02g44260.1
Os02g0661500	LOC_Os02g44270.1,LOC_Os02g44270.2
Os02g0661600	LOC_Os02g44280.1
Os02g0661800	LOC_Os02g44290.1
Os02g0661900	LOC_Os02g44300.1,LOC_Os02g44300.3,LOC_Os02g44300.4
Os02g0662000	LOC_Os02g44310.1
Os02g0662100	LOC_Os02g44320.1
Os02g0662200	LOC_Os02g44330.1
Os02g0662300	LOC_Os02g44340.1
Os02g0662700	LOC_Os02g44360.1
Os02g0662900	None
Os02g0663100	LOC_Os02g44370.1
Os02g0663200	None
Os02g0663300	LOC_Os02g44380.2
Os02g0663550	None
Os02g0663800	LOC_Os02g44470.1
Os02g0663900	LOC_Os02g44480.1,LOC_Os02g44490.1
Os02g0663950	None
Os02g0664000	LOC_Os02g44500.1
Os02g0664050	None
