NIP.MSU	NIP.RAPdb	MH63	ZS97
LOC_Os02g45700	Os02g0681100	MH02g0545100	ZS02g0566200
LOC_Os02g45710	Os02g0681200	None	None
LOC_Os02g45720	None	None	None
LOC_Os02g45730	None	None	None
LOC_Os02g45740	None	None	None
LOC_Os02g45750	Os02g0681700	MH02g0545900	ZS02g0566700
LOC_Os02g45750	Os02g0681632	MH02g0545900	ZS02g0566700
LOC_Os02g45760	Os02g0681900	MH02g0546000	ZS02g0566800
LOC_Os02g45770	Os02g0682200	MH02g0546200	ZS02g0567000
LOC_Os02g45780	Os02g0682300	MH02g0546300	ZS02g0567100
LOC_Os02g45790	None	None	ZS07g0227600
LOC_Os02g45800	None	None	None
LOC_Os02g45810	Os02g0682500	MH02g0547100	ZS02g0567800
LOC_Os02g45820	Os02g0682600	MH02g0547200	ZS02g0567900
LOC_Os02g45830	Os02g0682700	None	None
LOC_Os02g45840	None	None	None
LOC_Os02g45850	Os02g0683500	None	None
LOC_Os02g45860	Os02g0683800	MH02g0547900	ZS02g0568300
LOC_Os02g45870	Os02g0683900	MH02g0548000	ZS02g0568400
LOC_Os02g45880	Os02g0684000	None	None
LOC_Os02g45890	Os02g0684100	None	None
LOC_Os02g45900	Os02g0684150	None	None
LOC_Os02g45910	Os02g0684150	None	None
LOC_Os02g45920	Os02g0684300	None	None
LOC_Os02g45930	Os02g0684400	None	None
LOC_Os02g45940	Os02g0684500	None	None
LOC_Os02g45950	Os02g0684600	None	ZS02g0569100
LOC_Os02g45960	None	None	None
LOC_Os02g45974	Os02g0684800	None	None
LOC_Os02g45980	Os02g0684900	MH02g0549100	ZS02g0569400
LOC_Os02g45990	None	None	None
LOC_Os02g46000	None	None	None
LOC_Os02g46010	None	None	None
LOC_Os02g46020	None	None	None
LOC_Os02g46030	Os02g0685200	MH02g0550100	ZS02g0570400
LOC_Os02g46040	None	None	None
LOC_Os02g46050	None	None	None
LOC_Os02g46060	None	None	None
LOC_Os02g46070	Os02g0685500	None	None
LOC_Os02g46080	Os02g0685600	None	None
LOC_Os02g46090	Os02g0685900	MH02g0550400	ZS02g0570700
LOC_Os02g46100	Os02g0686100	MH02g0550500	ZS02g0570800
LOC_Os02g46110	None	MH02g0550600	ZS02g0570900
LOC_Os02g46120	Os02g0686300	None	None
LOC_Os02g46130	Os02g0686400	MH02g0550800	ZS02g0571200
LOC_Os02g46140	Os02g0686500	MH02g0550900	ZS02g0571300
LOC_Os02g46150	Os02g0686600	MH02g0551000	ZS02g0571400
LOC_Os02g46170	None	None	None
LOC_Os02g46180	Os02g0686800	None	None
LOC_Os02g46190	Os02g0687100	None	None
LOC_Os02g46200	None	MH02g0551200	ZS02g0571600
LOC_Os02g46210	Os02g0687200	MH02g0551400	ZS02g0571700
LOC_Os02g46220	Os02g0687500	None	None
LOC_Os02g46230	None	None	None
LOC_Os02g46240	None	None	None
LOC_Os02g46250	None	None	None
LOC_Os02g46260	Os02g0687900	None	None
LOC_Os02g46270	Os02g0688100	None	None
LOC_Os02g46275	Os02g0688201	None	None
LOC_Os02g46290	Os02g0688200	None	None
LOC_Os02g46300	Os02g0688300	None	None
LOC_Os02g46310	Os02g0688400	MH02g0552500	None
LOC_Os02g46320	Os02g0688500	MH02g0552600	ZS02g0572600
LOC_Os02g46340	Os02g0688800	None	None
LOC_Os02g46350	Os02g0688900	MH02g0552800	ZS02g0572800
LOC_Os02g46360	Os02g0689000	MH02g0552900	ZS02g0572900
LOC_Os02g46370	None	None	None
LOC_Os02g46380	Os02g0689200	None	None
LOC_Os02g46390	None	None	None
LOC_Os02g46400	None	None	None
LOC_Os02g46410	None	None	None
LOC_Os02g46420	Os02g0689500	None	None
LOC_Os02g46440	Os02g0689700	None	None
LOC_Os02g46450	Os02g0689800	None	None
LOC_Os02g46460	Os02g0689900	MH02g0554100	ZS02g0574100
LOC_Os02g46473	Os02g0690000	None	None
LOC_Os02g46480	Os02g0690200	MH02g0554400	ZS02g0574400
LOC_Os02g46490	Os02g0690500	None	ZS02g0574500
LOC_Os02g46500	Os02g0690600	None	None
LOC_Os02g46510	Os02g0690700	MH02g0554600	ZS02g0574600
LOC_Os02g46520	Os02g0690800	MH02g0554700	ZS02g0574700
LOC_Os02g46530	None	None	None
LOC_Os02g46540	None	None	None
LOC_Os02g46550	None	None	None
LOC_Os02g46560	Os02g0691500	MH02g0554800	ZS02g0574800
LOC_Os02g46570	None	None	None
LOC_Os02g46580	None	None	None
LOC_Os02g46600	Os02g0692000	None	None
LOC_Os02g46610	Os02g0692700	None	None
LOC_Os02g46620	Os02g0693000	MH02g0555900	ZS02g0575700
LOC_Os02g46630	None	None	None
LOC_Os02g46640	Os02g0693200	None	None
LOC_Os02g46650	Os02g0693400	MH02g0556200	ZS02g0575900
LOC_Os02g46660	Os02g0693500	MH02g0556300	ZS02g0576000
LOC_Os02g46670	Os02g0693601	None	ZS02g0576100
LOC_Os02g46680	Os02g0693700	MH02g0556500	ZS02g0576300
LOC_Os02g46690	Os02g0694100	MH02g0556800	ZS02g0576500
LOC_Os02g46700	Os02g0694201	MH02g0556900	ZS02g0576600
LOC_Os02g46710	Os02g0694300	None	ZS02g0576700
LOC_Os02g46720	Os02g0694400	None	None
LOC_Os02g46730	Os02g0694600	None	None
LOC_Os02g46740	Os02g0694700	None	None
LOC_Os02g46750	Os02g0694800	None	None
LOC_Os02g46760	Os02g0694900	None	None
LOC_Os02g46770	Os02g0695050	None	None
LOC_Os02g46780	Os02g0695200	MH02g0557600	ZS02g0577300
LOC_Os02g46790	None	None	None
LOC_Os02g46800	None	None	None
LOC_Os02g46810	Os02g0695500	None	ZS02g0577900
LOC_Os02g46820	None	None	None
LOC_Os02g46830	Os02g0695600	None	ZS02g0578000
LOC_Os02g46839	Os02g0695700	None	None
LOC_Os02g46850	Os02g0695800	None	None
LOC_Os02g46860	Os02g0695900	None	None
LOC_Os02g46870	None	None	None
LOC_Os02g46880	None	None	None
LOC_Os02g46890	None	None	None
LOC_Os02g46900	None	None	None
LOC_Os02g46910	Os02g0696500	MH02g0559100	None
LOC_Os02g46920	None	None	None
LOC_Os02g46930	Os02g0696700	None	None
LOC_Os02g46940	Os02g0696900	None	None
LOC_Os02g46950	Os02g0697100	None	None
LOC_Os02g46956	Os02g0697200	MH02g0559800	None
LOC_Os02g46962	Os02g0697300	MH02g0559900	None
LOC_Os02g46970	Os02g0697400	MH02g0560000	None
LOC_Os02g46980	Os02g0697500	MH02g0560100	None
LOC_Os02g46990	Os02g0697600	MH02g0560200	None
LOC_Os02g47000	Os02g0697700	MH02g0560300	None
LOC_Os02g47010	Os02g0697800	MH02g0560400	None
LOC_Os02g47020	Os02g0698000	None	None
LOC_Os02g47030	Os02g0698100	None	None
LOC_Os02g47040	Os02g0698200	None	None
LOC_Os02g47060	Os02g0698800	None	None
LOC_Os02g47070	None	None	None
LOC_Os02g47080	Os02g0698901	None	None
LOC_Os02g47090	Os02g0699000	None	None
LOC_Os02g47100	None	None	None
LOC_Os02g47110	Os02g0699300	MH02g0561600	None
LOC_Os02g47120	Os02g0699400	MH02g0561700	None
LOC_Os02g47130	Os02g0699466	MH02g0561800	None
LOC_Os02g47130	Os02g0699433	MH02g0561800	None
LOC_Os02g47130	Os02g0699500	MH02g0561800	None
LOC_Os02g47140	Os02g0699600	MH02g0561900	None
LOC_Os02g47150	Os02g0699700	MH02g0562000	None
LOC_Os02g47160	Os02g0699824	None	ZS02g0588000
LOC_Os02g47160	Os02g0699900	None	ZS02g0588000
LOC_Os02g47170	Os02g0700000	None	None
LOC_Os02g47180	Os02g0700100	None	None
LOC_Os02g47190	Os02g0700300	None	None
LOC_Os02g47200	Os02g0700400	None	ZS02g0588500
LOC_Os02g47210	Os02g0700500	None	ZS02g0588600
LOC_Os02g47220	Os02g0700600	None	None
LOC_Os02g47230	Os02g0700700	MH02g0563300	ZS02g0589000
LOC_Os02g47240	None	None	None
LOC_Os02g47250	None	MH02g0563500	ZS02g0589200
LOC_Os02g47260	None	None	None
LOC_Os02g47270	None	None	None
LOC_Os02g47280	Os02g0701300	MH02g0564100	ZS02g0589700
LOC_Os02g47290	None	None	None
LOC_Os02g47300	None	None	None
LOC_Os02g47310	Os02g0701600	MH02g0564400	ZS02g0590000
LOC_Os02g47320	Os02g0701700	None	ZS02g0590100
LOC_Os02g47330	Os02g0701750	None	None
LOC_Os02g47340	Os02g0701800	None	None
LOC_Os02g47350	Os02g0701900	MH02g0565600	ZS02g0591000
LOC_Os02g47360	Os02g0702000	None	None
LOC_Os02g47370	Os02g0702100	None	None
LOC_Os02g47380	None	None	None
LOC_Os02g47390	Os02g0702300	None	None
LOC_Os02g47400	Os02g0702400	MH02g0566600	ZS02g0591900
LOC_Os02g47410	Os02g0702500	MH02g0566700	ZS02g0592000
LOC_Os02g47420	Os02g0702600	None	ZS02g0592300
LOC_Os02g47430	None	None	None
LOC_Os02g47440	Os02g0702800	None	None
LOC_Os02g47450	Os02g0703300	MH02g0567100	ZS02g0592700
LOC_Os02g47460	Os02g0703450	None	ZS02g0592800
LOC_Os02g47470	Os02g0703600	MH02g0567300	ZS02g0592900
LOC_Os02g47480	None	None	None
LOC_Os02g47490	Os02g0703800	None	None
LOC_Os02g47500	Os02g0703900	None	None
LOC_Os02g47510	Os02g0704000	None	None
LOC_Os02g47520	None	None	None
LOC_Os02g47530	None	None	None
LOC_Os02g47540	None	None	None
LOC_Os02g47550	None	None	None
LOC_Os02g47560	Os02g0704300	None	None
LOC_Os02g47570	Os02g0704500	MH02g0567700	ZS02g0593400
LOC_Os02g47580	Os02g0704600	MH02g0567800	ZS02g0593500
LOC_Os02g47590	Os02g0704800	None	ZS02g0593600
LOC_Os02g47600	Os02g0704900	MH02g0568000	ZS02g0593700
LOC_Os02g47605	Os02g0704966	None	None
LOC_Os02g47610	Os02g0705000	None	None
LOC_Os02g47620	Os02g0705100	None	None
LOC_Os02g47630	Os02g0705201	None	None
LOC_Os02g47640	Os02g0705300	MH02g0568300	ZS02g0594300
LOC_Os02g47650	Os02g0705400	None	None
LOC_Os02g47660	Os02g0705500	None	None
LOC_Os02g47670	Os02g0705600	None	None
LOC_Os02g47680	None	None	None
LOC_Os02g47690	None	None	None
LOC_Os02g47700	None	None	None
LOC_Os02g47710	None	None	None
LOC_Os02g47720	None	None	None
LOC_Os02g47730	None	None	None
LOC_Os02g47744	Os02g0706400	MH02g0569400	ZS02g0595200
LOC_Os02g47760	Os02g0706500	MH02g0569500	ZS02g0595300
LOC_Os02g47770	Os02g0706600	None	None
LOC_Os02g47780	Os02g0706900	MH02g0569800	ZS02g0595600
LOC_Os02g47790	Os02g0707000	MH02g0569900	ZS02g0595700
LOC_Os02g47800	Os02g0707100	MH02g0570100	ZS02g0595900
LOC_Os02g47810	Os02g0707200	MH02g0570200	ZS02g0596000
LOC_Os02g47820	None	None	None
LOC_Os02g47830	Os02g0708000	None	None
LOC_Os02g47840	Os02g0707900	MH02g0570800	ZS02g0596600
LOC_Os02g47850	Os02g0708100	MH02g0570900	ZS02g0596700
LOC_Os02g47860	Os02g0708200	MH02g0571000	ZS02g0596800
LOC_Os02g47870	Os02g0708300	MH02g0571100	ZS02g0596900
LOC_Os02g47880	Os02g0708400	MH02g0571200	ZS02g0597000
LOC_Os02g47890	Os02g0708500	None	None
LOC_Os02g47900	Os02g0708600	None	None
LOC_Os02g47910	None	None	None
LOC_Os02g47920	Os02g0709000	None	None
LOC_Os02g47930	Os02g0709100	None	ZS02g0598000
LOC_Os02g47940	Os02g0709200	None	ZS02g0598100
LOC_Os02g47950	Os02g0709300	None	None
LOC_Os02g47960	Os02g0709350	None	None
LOC_Os02g47970	Os02g0709400	None	ZS02g0598300
LOC_Os02g47980	Os02g0709600	None	None
LOC_Os02g47990	None	None	None
LOC_Os02g48000	Os02g0709800	None	ZS02g0598500
LOC_Os02g48010	Os02g0710102	None	ZS02g0598600
LOC_Os02g48010	Os02g0709900	None	ZS02g0598600
LOC_Os02g48020	None	None	ZS02g0598700
LOC_Os02g48030	None	None	None
LOC_Os02g48040	None	None	None
LOC_Os02g48050	None	None	None
LOC_Os02g48060	Os02g0710300	None	None
LOC_Os02g48070	None	None	ZS02g0599100
LOC_Os02g48080	Os02g0710500	None	ZS02g0599200
LOC_Os02g48090	Os02g0710600	None	None
LOC_Os02g48094	Os02g0710700	None	None
LOC_Os02g48100	Os02g0710800	None	None
LOC_Os02g48110	Os02g0710900	None	ZS02g0599500
LOC_Os02g48116	Os02g0711000	None	ZS02g0599600
LOC_Os02g48122	Os02g0711100	None	ZS02g0599700
LOC_Os02g48130	Os02g0711200	None	ZS02g0599800
LOC_Os02g48140	Os02g0711300	None	None
LOC_Os02g48150	Os02g0711400	None	None
LOC_Os02g48160	None	None	None
LOC_Os02g48170	Os02g0711900	None	ZS02g0600200
LOC_Os02g48184	Os02g0712400	None	None
LOC_Os02g48190	Os02g0712500	None	None
LOC_Os02g48194	Os02g0712550	None	None
LOC_Os02g48200	Os02g0712600	MH02g0581700	ZS02g0600700
LOC_Os02g48210	Os02g0712700	MH02g0581800	ZS02g0600800
LOC_Os02g48220	Os02g0712800	None	None
LOC_Os02g48230	None	None	None
LOC_Os02g48240	None	None	None
LOC_Os02g48250	None	None	None
LOC_Os02g48260	None	None	None
LOC_Os02g48270	None	None	None
LOC_Os02g48280	Os02g0713250	None	None
LOC_Os02g48290	Os02g0713400	MH02g0582100	ZS02g0601000
LOC_Os02g48300	Os02g0713500	MH02g0582300	ZS02g0601100
LOC_Os02g48320	Os02g0713700	None	None
LOC_Os02g48330	Os02g0713900	MH02g0582700	ZS02g0601500
LOC_Os02g48340	Os02g0714000	MH02g0583000	None
LOC_Os02g48350	Os02g0714100	MH02g0583100	None
LOC_Os02g48360	Os02g0714200	MH02g0583200	ZS02g0602000
LOC_Os02g48370	Os02g0714300	MH02g0583300	ZS02g0602100
LOC_Os02g48380	Os02g0714500	MH02g0583400	ZS02g0602200
LOC_Os02g48390	Os02g0714600	MH02g0583500	ZS02g0602300
LOC_Os02g48400	Os02g0714700	None	ZS02g0602400
LOC_Os02g48410	None	None	None
LOC_Os02g48420	None	None	None
LOC_Os02g48430	None	None	ZS02g0602500
LOC_Os02g48440	Os02g0714900	MH02g0584200	None
LOC_Os02g48450	Os02g0715000	None	None
LOC_Os02g48460	Os02g0715200	None	None
LOC_Os02g48470	Os02g0715300	MH02g0584700	ZS02g0603100
LOC_Os02g48480	Os02g0715400	None	None
LOC_Os02g48490	None	None	None
LOC_Os02g48500	Os02g0715600	None	None
LOC_Os02g48510	None	None	None
LOC_Os02g48520	None	None	None
LOC_Os02g48530	Os02g0715950	MH02g0585100	None
LOC_Os02g48540	None	None	None
LOC_Os02g48550	Os02g0716100	None	None
LOC_Os02g48560	Os02g0716500	MH02g0585600	ZS02g0603900
LOC_Os02g48570	Os02g0716800	MH02g0586000	ZS02g0604200
LOC_Os02g48580	None	MH02g0586100	None
LOC_Os02g48590	Os02g0717100	MH02g0586200	ZS02g0604400
LOC_Os02g48600	Os02g0717200	MH02g0586300	ZS02g0604500
LOC_Os02g48610	Os02g0717300	None	None
LOC_Os02g48620	Os02g0717400	MH02g0586500	ZS02g0604700
LOC_Os02g48630	Os02g0717500	MH02g0586700	ZS02g0604900
LOC_Os02g48640	Os02g0717600	None	None
LOC_Os02g48650	Os02g0717700	MH02g0586900	ZS02g0605100
LOC_Os02g48660	Os02g0717800	MH02g0587000	ZS02g0605200
LOC_Os02g48670	Os02g0717900	None	None
LOC_Os02g48680	Os02g0718000	None	None
LOC_Os02g48690	None	None	None
LOC_Os02g48700	None	None	None
LOC_Os02g48710	Os02g0718600	None	None
LOC_Os02g48720	Os02g0718900	MH02g0587900	ZS02g0605800
LOC_Os02g48730	Os02g0719000	MH02g0588000	ZS02g0605900
LOC_Os02g48740	Os02g0719100	MH02g0588100	ZS02g0606000
LOC_Os02g48750	None	None	None
LOC_Os02g48760	None	None	None
LOC_Os02g48770	Os02g0719600	None	None
LOC_Os02g48780	Os02g0719700	None	None
LOC_Os02g48790	Os02g0719800	None	ZS02g0606300
LOC_Os02g48800	None	None	None
LOC_Os02g48810	Os02g0720000	None	None
LOC_Os02g48820	Os02g0720100	None	None
LOC_Os02g48830	Os02g0720200	None	None
LOC_Os02g48840	Os02g0720300	MH02g0588800	ZS02g0606700
LOC_Os02g48850	Os02g0720400	None	None
LOC_Os02g48860	Os02g0720500	None	None
LOC_Os02g48870	Os02g0720600	None	None
LOC_Os02g48880	Os02g0720700	None	ZS02g0607100
LOC_Os02g48900	Os02g0720900	MH02g0589300	ZS02g0607200
LOC_Os02g48910	Os02g0721100	None	None
LOC_Os02g48920	Os02g0721200	None	None
LOC_Os02g48930	None	None	None
LOC_Os02g48940	None	None	None
LOC_Os02g48950	Os02g0721500	MH02g0589800	ZS02g0607700
LOC_Os02g48964	Os02g0721600	None	None
LOC_Os02g48980	Os02g0721700	None	None
LOC_Os02g48990	Os02g0721800	MH02g0590100	ZS02g0608000
LOC_Os02g49010	None	None	None
LOC_Os02g49020	None	None	None
LOC_Os02g49030	Os02g0722001	None	None
LOC_Os02g49040	Os02g0722250	None	None
LOC_Os02g49050	Os02g0722300	MH02g0590900	ZS02g0608900
LOC_Os02g49060	Os02g0722400	MH02g0591000	ZS02g0609000
LOC_Os02g49070	Os02g0722450	MH02g0591100	ZS02g0609100
LOC_Os02g49070	Os02g0722500	MH02g0591100	ZS02g0609100
LOC_Os02g49080	Os02g0722700	MH02g0591200	ZS02g0609300
LOC_Os02g49090	Os02g0722800	MH02g0591300	ZS02g0609400
LOC_Os02g49100	None	None	None
LOC_Os02g49110	None	None	None
LOC_Os02g49120	None	None	ZS02g0609500
LOC_Os02g49130	None	None	ZS02g0609600
LOC_Os02g49140	Os02g0723200	None	None
LOC_Os02g49150	Os02g0723300	MH02g0591800	ZS02g0609800
LOC_Os02g49160	Os02g0723400	None	ZS02g0609900
LOC_Os02g49170	None	None	None
LOC_Os02g49180	Os02g0723600	MH02g0592100	ZS02g0610000
LOC_Os02g49190	Os02g0723700	None	None
LOC_Os02g49200	None	None	None
LOC_Os02g49210	None	None	None
LOC_Os02g49220	None	MH02g0592500	None
LOC_Os02g49230	Os02g0724000	MH02g0592600	ZS02g0610600
LOC_Os02g49240	Os02g0724100	None	None
LOC_Os02g49250	Os02g0724400	None	None
LOC_Os02g49260	Os02g0724500	MH02g0592900	ZS02g0610800
LOC_Os02g49270	Os02g0724600	MH02g0593000	ZS02g0610900
LOC_Os02g49280	Os02g0724700	MH02g0593100	ZS02g0611000
LOC_Os02g49290	None	None	None
LOC_Os02g49300	None	None	None
LOC_Os02g49310	Os02g0725000	None	None
LOC_Os02g49320	Os02g0725100	MH02g0593300	ZS02g0611200
LOC_Os02g49326	Os02g0725200	MH02g0593400	ZS02g0611300
LOC_Os02g49332	Os02g0725300	MH02g0593500	ZS02g0611400
LOC_Os02g49340	None	None	None
LOC_Os02g49350	Os02g0725500	MH02g0593700	ZS02g0611700
LOC_Os02g49360	Os02g0725600	MH02g0593800	ZS02g0611800
LOC_Os02g49370	Os02g0725700	MH02g0593900	ZS02g0611900
LOC_Os02g49380	None	None	None
LOC_Os02g49390	None	None	None
LOC_Os02g49400	None	None	None
LOC_Os02g49410	Os02g0725900	MH02g0594900	ZS02g0613400
LOC_Os02g49420	Os02g0726000	MH02g0595000	ZS02g0613500
LOC_Os02g49430	None	None	None
LOC_Os02g49440	Os02g0726300	MH02g0595200	ZS02g0613700
LOC_Os02g49450	Os02g0726400	MH02g0595400	ZS02g0613900
LOC_Os02g49460	Os02g0726500	MH02g0595500	ZS02g0614000
LOC_Os02g49470	Os02g0726600	None	None
LOC_Os02g49480	Os02g0726700	None	None
LOC_Os02g49490	None	None	None
LOC_Os02g49500	None	None	None
LOC_Os02g49510	Os02g0727100	None	None
LOC_Os02g49520	Os02g0727300	MH02g0595900	ZS02g0614400
LOC_Os02g49530	Os02g0727500	None	None
LOC_Os02g49540	Os02g0727600	None	None
LOC_Os02g49550	Os02g0727700	MH02g0596400	ZS02g0614800
LOC_Os02g49555	Os02g0727966	None	None
LOC_Os02g49560	Os02g0728001	MH02g0596800	ZS02g0615300
LOC_Os02g49570	Os02g0728100	None	None
LOC_Os02g49580	None	None	None
LOC_Os02g49590	Os02g0728300	MH02g0596900	ZS02g0615400
LOC_Os02g49600	Os02g0728500	MH02g0597000	ZS02g0615500
LOC_Os02g49610	Os02g0728600	None	None
LOC_Os02g49620	Os02g0728700	MH02g0597300	ZS02g0615700
LOC_Os02g49630	Os02g0728800	None	None
LOC_Os02g49640	None	None	ZS02g0615900
LOC_Os02g49650	Os02g0729100	None	None
LOC_Os02g49660	Os02g0729200	MH02g0597500	ZS02g0616100
LOC_Os02g49670	Os02g0729300	None	None
LOC_Os02g49680	Os02g0729400	None	None
LOC_Os02g49690	Os02g0729500	None	None
LOC_Os02g49700	Os02g0729700	None	None
LOC_Os02g49710	None	None	None
LOC_Os02g49720	Os02g0730000	None	None
LOC_Os02g49730	Os02g0730100	None	None
LOC_Os02g49730	Os02g0730200	None	None
LOC_Os02g49740	None	None	None
LOC_Os02g49750	None	None	None
LOC_Os02g49760	Os02g0730300	MH02g0599000	ZS02g0618700
LOC_Os02g49770	Os02g0730400	MH02g0599100	ZS02g0618800
LOC_Os02g49780	Os02g0730500	MH02g0599200	ZS02g0618900
LOC_Os02g49790	Os02g0730600	MH02g0599300	ZS02g0619000
LOC_Os02g49800	Os02g0730700	MH02g0599400	ZS02g0619100
LOC_Os02g49810	None	MH02g0599700	None
LOC_Os02g49820	Os02g0730800	None	None
LOC_Os02g49830	Os02g0730900	MH02g0599900	ZS02g0619300
LOC_Os02g49840	Os02g0731200	MH02g0600000	ZS02g0619400
LOC_Os02g49850	Os02g0731400	MH02g0600200	None
LOC_Os02g49860	Os02g0731500	None	None
LOC_Os02g49870	Os02g0731600	MH02g0600400	ZS02g0619700
LOC_Os02g49870	Os02g0731800	MH02g0600400	ZS02g0619700
LOC_Os02g49880	Os02g0731700	None	None
LOC_Os02g49890	None	None	ZS02g0619900
LOC_Os02g49900	None	MH02g0600800	None
LOC_Os02g49910	None	None	None
LOC_Os02g49920	Os02g0731900	MH02g0600900	ZS02g0620100
LOC_Os02g49930	None	None	None
LOC_Os02g49940	None	None	None
LOC_Os02g49950	Os02g0732200	MH02g0601400	ZS02g0620400
LOC_Os02g49960	Os02g0732300	MH02g0601500	ZS02g0620500
LOC_Os02g49970	Os02g0732400	MH02g0601600	ZS02g0620600
LOC_Os02g49980	Os02g0732500	None	None
LOC_Os02g49986	Os02g0732600	None	None
LOC_Os02g49992	Os02g0732700	MH02g0601900	ZS02g0620800
LOC_Os02g50000	Os02g0732800	MH02g0602000	ZS02g0620900
LOC_Os02g50010	Os02g0732900	None	None
LOC_Os02g50020	Os02g0733001	None	None
LOC_Os02g50030	None	MH02g0602300	ZS02g0621200
LOC_Os02g50040	Os02g0733300	MH02g0602500	ZS02g0621400
LOC_Os02g50050	Os02g0733400	None	None
LOC_Os02g50060	Os02g0733500	None	None
LOC_Os02g50070	None	MH02g0602900	None
LOC_Os02g50080	None	MH02g0603000	None
LOC_Os02g50090	None	None	None
LOC_Os02g50100	Os02g0733800	MH02g0603300	ZS02g0622100
LOC_Os02g50110	Os02g0733900	None	None
LOC_Os02g50120	None	None	None
LOC_Os02g50130	Os02g0734300	None	None
LOC_Os02g50140	Os02g0734400	None	None
LOC_Os02g50150	Os02g0734500	None	None
LOC_Os02g50174	Os02g0734600	MH02g0604400	ZS02g0622500
LOC_Os02g50200	Os02g0734800	None	None
LOC_Os02g50210	Os02g0734900	MH02g0604600	ZS02g0622700
LOC_Os02g50220	Os02g0735000	None	None
LOC_Os02g50230	Os02g0735100	MH02g0604800	ZS02g0622900
LOC_Os02g50240	Os02g0735200	MH02g0604900	ZS02g0623000
LOC_Os02g50250	Os02g0735400	None	None
LOC_Os02g50260	None	None	None
LOC_Os02g50270	Os02g0735700	MH02g0605100	ZS02g0623100
LOC_Os02g50280	Os02g0735800	None	None
LOC_Os02g50290	Os02g0735900	None	None
LOC_Os02g50300	Os02g0736000	None	None
LOC_Os02g50310	None	None	None
LOC_Os02g50320	Os02g0736100	None	ZS02g0623500
LOC_Os02g50330	Os02g0736200	None	ZS02g0623600
LOC_Os02g50340	Os02g0736300	MH02g0605700	ZS02g0623700
LOC_Os02g50350	Os02g0736400	MH02g0605800	ZS02g0623800
LOC_Os02g50360	Os02g0736500	MH02g0605900	ZS02g0623900
LOC_Os02g50370	Os02g0736600	None	None
LOC_Os02g50372	Os02g0736800	None	None
LOC_Os02g50374	Os02g0736900	None	None
LOC_Os02g50380	None	None	None
LOC_Os02g50390	Os02g0737200	None	None
LOC_Os02g50400	Os02g0737300	None	None
LOC_Os02g50404	Os02g0737401	None	None
LOC_Os02g50410	Os02g0737500	None	None
LOC_Os02g50410	Os02g0737950	None	None
LOC_Os02g50420	None	MH02g0606900	ZS02g0624900
LOC_Os02g50430	None	None	None
LOC_Os02g50440	None	None	None
LOC_Os02g50450	Os02g0738100	None	None
LOC_Os02g50460	Os02g0738200	MH02g0607300	ZS02g0625400
LOC_Os02g50470	Os02g0738300	None	None
LOC_Os02g50480	Os02g0738400	MH02g0607500	ZS02g0625700
LOC_Os02g50490	Os02g0738600	None	ZS02g0625800
LOC_Os02g50500	None	None	None
LOC_Os02g50510	None	None	None
LOC_Os02g50520	None	None	None
LOC_Os02g50530	None	None	None
LOC_Os02g50540	None	None	None
LOC_Os02g50550	Os02g0738900	MH02g0608000	ZS02g0626200
LOC_Os02g50560	Os02g0739000	MH02g0608100	ZS02g0626300
LOC_Os02g50570	Os02g0739100	MH02g0608200	ZS02g0626400
LOC_Os02g50580	None	None	None
LOC_Os02g50590	None	None	ZS02g0626600
LOC_Os02g50600	Os02g0739400	MH02g0608500	ZS02g0626700
LOC_Os02g50610	None	MH02g0608600	ZS02g0626800
LOC_Os02g50620	Os02g0739600	None	ZS02g0627000
LOC_Os02g50630	Os02g0739700	None	ZS02g0627100
LOC_Os02g50640	Os02g0739900	MH02g0609000	ZS02g0627200
LOC_Os02g50650	None	None	None
LOC_Os02g50660	None	None	None
LOC_Os02g50670	None	None	None
LOC_Os02g50680	Os02g0740300	None	None
LOC_Os02g50690	Os02g0740400	None	None
LOC_Os02g50700	Os02g0740500	MH02g0609600	None
LOC_Os02g50710	Os02g0740600	None	None
LOC_Os02g50720	None	None	None
LOC_Os02g50730	Os02g0740700	MH02g0609900	ZS02g0628100
LOC_Os02g50740	Os02g0740900	None	None
LOC_Os02g50750	None	None	None
LOC_Os02g50760	Os02g0741100	None	ZS02g0628300
LOC_Os02g50770	Os02g0741200	None	ZS02g0628400
LOC_Os02g50780	Os02g0741300	MH02g0610200	ZS02g0628500
LOC_Os02g50790	Os02g0741400	None	None
LOC_Os02g50799	Os02g0741500	None	None
LOC_Os02g50805	None	None	None
LOC_Os02g50810	Os02g0741700	MH02g0610500	ZS02g0628700
LOC_Os02g50820	Os02g0741800	MH02g0610600	ZS02g0628800
LOC_Os02g50830	Os02g0741900	MH02g0610700	ZS02g0628900
LOC_Os02g50840	Os02g0742000	None	None
LOC_Os02g50845	Os02g0742050	None	None
LOC_Os02g50850	Os02g0742100	None	None
LOC_Os02g50860	Os02g0742200	MH02g0610900	ZS02g0629100
LOC_Os02g50870	None	None	None
LOC_Os02g50880	Os02g0742500	MH02g0611200	ZS02g0629300
LOC_Os02g50890	Os02g0742600	None	None
LOC_Os02g50900	Os02g0742700	MH02g0611400	ZS02g0629400
LOC_Os02g50910	Os02g0742800	None	None
LOC_Os02g50930	Os02g0743100	None	None
LOC_Os02g50940	Os02g0743200	MH02g0611800	ZS02g0629700
LOC_Os02g50950	None	None	None
